timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,contact_force,applied_force,d_applied_force,subtask,task,img,wrist_img
1727396498.3352342,0.872618,-1.11701,1.706436,-2.70866,-1.228412,-0.732079,-0.300741,-0.574026,0.235948,-2.51958332586199,-0.13927261784562212,-3.048394258454689,3.999999999998449e-05,-2.8999999999945736e-05,-4.799999999999249e-05,-2.7941764826344695e-05,0.00012730576422947948,8.318180785682472e-05,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.2787356.jpeg,2_1727396498.2952564.jpeg
1727396498.4312341,0.87245,-1.117621,1.706963,-2.708156,-1.228281,-0.732199,-0.300686,-0.57381,0.236041,-2.5198171444616837,-0.13896717295487734,-3.0483668362634386,2.0000000000020002e-05,4.2000000000097515e-05,0.00013499999999999623,0.00020587683486716912,-0.00017813912651529207,5.575961660664319e-05,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.4457703.jpeg,2_1727396498.4952524.jpeg
1727396498.527234,0.866198,-1.139541,1.720397,-2.69787,-1.225156,-0.737873,-0.299789,-0.566994,0.242651,-2.519880011166261,-0.13914987563807343,-3.0484765207814983,-3.0999999999947736e-05,0.00011600000000000499,0.00015599999999998948,0.0002671858872718147,4.675356868405478e-06,0.00016693311652371534,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.4457703.jpeg,2_1727396498.4952524.jpeg
1727396498.623234,0.850725,-1.191199,1.749901,-2.671014,-1.216511,-0.752207,-0.297719,-0.550907,0.258247,-2.5195825459094805,-0.13906019356403654,-3.0481365628208286,-0.00012799999999996148,0.00010700000000007925,3.100000000000325e-05,-3.4314883252672956e-05,-8.4403129822469e-05,-0.0001685203159582649,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.6128058.jpeg,2_1727396498.6952484.jpeg
1727396498.719234,0.824785,-1.271614,1.790073,-2.622608,-1.202981,-0.776138,-0.294608,-0.5257,0.282492,-2.519537526665056,-0.1392489584511098,-3.048180761794332,-0.00014700000000000824,9.499999999995623e-05,2.999999999997449e-05,-8.579562311306077e-05,0.0001055953845242874,-0.00011745111494398941,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.6128058.jpeg,2_1727396498.6952484.jpeg
1727396498.815234,0.792532,-1.362671,1.826571,-2.557288,-1.186122,-0.806198,-0.291053,-0.496986,0.310173,-2.5193307291677223,-0.13923377572137963,-3.0481657252601497,-0.00017800000000001148,9.100000000000774e-05,-2.399999999996849e-05,-0.00030032947501190677,9.111008307333135e-05,-0.00012569257931138722,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.9468749.jpeg,2_1727396498.895244.jpeg
1727396498.911234,0.757058,-1.452323,1.852951,-2.481078,-1.168294,-0.839845,-0.287516,-0.468259,0.337792,-2.519591872416456,-0.13916079202277631,-3.048189042552247,-0.00019099999999999673,7.499999999999174e-05,-1.599999999996049e-05,-4.651601128413674e-05,1.9878406333884158e-05,-9.462835187079577e-05,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.9468749.jpeg,2_1727396498.895244.jpeg
1727396499.0072339,0.717583,-1.539501,1.868745,-2.395043,-1.14886,-0.877486,-0.284153,-0.439491,0.365481,-2.5193790883740674,-0.1392659520653276,-3.048578698990603,-3.0000000000030003e-05,1.8000000000018e-05,-7.699999999999374e-05,-0.0002664507858662901,0.00012586608646489306,0.0003025105782494819,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396498.9468749.jpeg,2_1727396499.0952392.jpeg
1727396499.1032338,0.652118,-1.660695,1.872625,-2.250456,-1.11779,-0.942331,-0.279048,-0.397298,0.405954,-2.5195723755395205,-0.1391801893290302,-3.0483626040046663,3.4000000000034e-05,-5.6000000000000494e-05,-1.999999999996449e-05,-8.42979087414264e-05,4.167321422995918e-05,9.775276200141292e-05,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396499.1139092.jpeg,2_1727396499.0952392.jpeg
1727396499.1992338,0.639685,-1.680794,1.870937,-2.223046,-1.11209,-0.954865,-0.278114,-0.389935,0.412986,-2.5196892406310676,-0.13903797010397026,-3.04831342785805,1.999999999946489e-06,-7.00000000000145e-05,1.8999999999991246e-05,3.095769274930049e-05,-0.000100572209753097,5.071544907497838e-05,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396499.1139092.jpeg,2_1727396499.2952337.jpeg
1727396499.2952337,0.639039,-1.681693,1.870913,-2.221701,-1.111995,-0.955406,-0.278104,-0.389567,0.413253,-2.5199008986138685,-0.13894959518003647,-3.0484620391733412,4.300000000001525e-05,-2.4999999999997247e-05,0.000150000000000039,0.00024261567555017294,-0.00018894713368688976,0.0001993267643660701,40.65788605324921,0.0,1.91988290623967,9.074999999999998,0.0,move back to original position with garlic bulb,grasp garlic bulb and return to original position,2_1727396499.1139092.jpeg,2_1727396499.2952337.jpeg
