timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,contact_force,applied_force,d_applied_force,subtask,task,img,wrist_img
1727293143.6835425,1.1798,-1.29747,2.090809,-3.14174,-1.828998,0.172996,-0.1123,-0.508361,0.228551,-2.3306226607619505,-0.06184648467701404,2.452809299380991,-1.1999999999998123e-05,-6.000000000061512e-06,3.300000000000525e-05,5.8247551739665226e-05,8.372172526074917e-05,-8.55444825638152e-05,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293143.748759.jpeg,2_1727293143.6435459.jpeg
1727293143.7795424,1.180267,-1.298597,2.091228,-3.140841,-1.829346,0.17332,-0.111987,-0.508156,0.228856,-2.330715087876135,-0.0619089109939232,2.452811880322959,4.300000000000137e-05,2.2000000000077513e-05,0.00010499999999999399,0.00015064980740753242,0.00014726333123916968,-8.739755844811015e-05,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293143.748759.jpeg,2_1727293143.8435445.jpeg
1727293143.8755424,1.190123,-1.321757,2.099133,-3.12381,-1.836017,0.180682,-0.105494,-0.504059,0.235503,-2.3305970836797725,-0.06173444490053888,2.4528465895809823,0.00010000000000000286,5.3999999999998494e-05,0.00016000000000002124,3.22259812235437e-05,-2.687697193435451e-05,-0.00011832560295443884,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293143.748759.jpeg,2_1727293143.8435445.jpeg
1727293143.9715424,1.213296,-1.373988,2.114427,-3.081888,-1.852163,0.198118,-0.090875,-0.494793,0.250555,-2.330760566528062,-0.06184387674815966,2.452575790705994,0.00021799999999999597,7.799999999996698e-05,0.00018599999999996397,0.00019484471354047628,8.43217757282369e-05,0.0001607635595264334,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.0828314.jpeg,2_1727293144.043544.jpeg
1727293144.0675423,1.252349,-1.453953,2.131422,-3.010551,-1.878704,0.227519,-0.067963,-0.480369,0.27402,-2.3304639777227507,-0.06168713437686954,2.452647155386079,0.00010499999999999399,2.6999999999999247e-05,4.799999999999249e-05,-0.00010286549371540943,-7.082851260056117e-05,0.00010196994819722249,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.0828314.jpeg,2_1727293144.043544.jpeg
1727293144.1635423,1.300024,-1.539944,2.14013,-2.921288,-1.911128,0.264066,-0.042479,-0.46424,0.300181,-2.330499760088288,-0.06191976273452235,2.452504189082221,0.0002060000000000048,2.6999999999999247e-05,6.40000000000085e-05,-6.858911583496052e-05,0.00016461330177856837,0.0002592622594437266,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.0828314.jpeg,2_1727293144.2435434.jpeg
1727293144.2595422,1.352874,-1.62056,2.137938,-2.823761,-1.946151,0.305541,-0.016817,-0.448082,0.326326,-2.3304875983325193,-0.061789519653167986,2.4526337702274175,0.00012899999999999717,-2.000000000002e-06,9.599999999998499e-05,-8.277892571673107e-05,3.779047798714574e-05,0.00014453460817165364,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.2498643.jpeg,2_1727293144.2435434.jpeg
1727293144.3555422,1.408549,-1.691155,2.125027,-2.722963,-1.982541,0.35067,0.007836,-0.43256,0.351642,-2.3303003919163907,-0.06147982236191048,2.4525346826632526,8.700000000000027e-05,-8.999999999981245e-06,-3.900000000001125e-05,-0.0002711315783860968,-0.0002691991058171653,0.00025692104509245084,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.4168973.jpeg,2_1727293144.4435422.jpeg
1727293144.4515421,1.451184,-1.736103,2.109792,-2.64786,-2.010092,0.385907,0.025364,-0.421515,0.369535,-2.330337593729695,-0.06167318658890755,2.4525481630797596,5.7999999999999025e-05,-2.2000000000022002e-05,-2.8000000000028002e-05,-0.00023449403143382952,-7.395371850257154e-05,0.00025345787895991734,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.4168973.jpeg,2_1727293144.4435422.jpeg
1727293144.547542,1.479364,-1.761804,2.097767,-2.599477,-2.027497,0.40949,0.03645,-0.414592,0.380667,-2.3306896114743143,-0.06165695459850485,2.4530703449434665,-5.300000000000443e-05,-2.599999999997049e-05,6.900000000004125e-05,0.00011635978253421442,-8.853240343796587e-05,-0.00026216077568985696,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.4168973.jpeg,2_1727293144.643542.jpeg
1727293144.643542,1.47928,-1.761792,2.097744,-2.599465,-2.027581,0.40949,0.036409,-0.414599,0.380675,-2.330653344864683,-0.06171012800979115,2.452930524990767,-1.1999999999998123e-05,-1.8999999999991246e-05,6.100000000003325e-05,8.009317290280649e-05,-3.53589921516656e-05,-0.00012234082299045212,51.46462916384924,0.0,0.23031691960059175,3.3429999999999986,0.0,move back to original position with tomato,grasp tomato and return to original position,2_1727293144.4168973.jpeg,2_1727293144.643542.jpeg
