timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,contact_force,applied_force,d_applied_force,subtask,task,img,wrist_img
1727392194.532816,0.864726,-1.129258,1.593959,-2.388948,-1.367705,-0.632494,-0.323922,-0.576171,0.254342,-2.74152896839142,-0.056229165124840004,3.0991410589246478,-5.000000000032756e-06,-1.0000000000065512e-05,-5.000000000032756e-06,2.701581724373625e-05,6.72599243723912e-05,-4.4333895680814805e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392194.4800396.jpeg,2_1727392194.4928317.jpeg
1727392194.628816,0.864678,-1.129929,1.593947,-2.387952,-1.367693,-0.632554,-0.323852,-0.576041,0.254667,-2.741775334072533,-0.056055056222797335,3.0991609422524795,-1.2000000000012001e-05,3.799999999998249e-05,0.00021400000000004749,0.0002733962528758127,-0.00010670500037773811,-6.485124563493372e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392194.64707.jpeg,2_1727392194.6928287.jpeg
1727392194.7248158,0.862845,-1.147236,1.59227,-2.368804,-1.36713,-0.633921,-0.322674,-0.572871,0.264418,-2.7417096479026153,-0.056138707296838126,3.0986727042093998,-6.40000000000085e-05,2.9000000000056758e-05,0.00013699999999999823,0.00020782546895636855,-1.801632458042074e-05,0.00041980721489931483,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392194.64707.jpeg,2_1727392194.6928287.jpeg
1727392194.8208158,0.858426,-1.184726,1.585973,-2.324326,-1.365514,-0.638707,-0.320174,-0.565737,0.286278,-2.7416934339591075,-0.05653681333811179,3.0989659611234837,-2.999999999997449e-05,9.000000000036756e-06,4.500000000001725e-05,0.00019361239355442095,0.0003920303101900349,0.00011840264652773769,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392194.8140988.jpeg,2_1727392194.8928246.jpeg
1727392194.9168158,0.851384,-1.239083,1.570001,-2.252892,-1.362377,-0.645713,-0.316263,-0.554726,0.320035,-2.741285379681854,-0.056494753051757655,3.099015356226021,-2.199999999996649e-05,5.000000000032756e-06,-3.6000000000036e-05,-0.00021245132235758746,0.000368191988633311,5.622124820847674e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392194.9811277.jpeg,2_1727392194.8928246.jpeg
1727392195.0128157,0.843132,-1.294281,1.542954,-2.168677,-1.359095,-0.653929,-0.311914,-0.542348,0.357759,-2.741508467779234,-0.05628788381729418,3.0989598173965995,2.8000000000028002e-05,-2.2999999999995246e-05,2.9000000000001247e-05,1.2993226255364476e-05,0.0001820954108534209,9.751312058625672e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392194.9811277.jpeg,2_1727392195.0928216.jpeg
1727392195.1088157,0.834845,-1.342028,1.507299,-2.083646,-1.355922,-0.662339,-0.307576,-0.530257,0.394675,-2.741484582345833,-0.056415941722330526,3.0989702637859473,-2.799999999997249e-05,-9.00000000000345e-05,-9.599999999998499e-05,-8.395860449983417e-06,0.0003298265852101634,7.32453155674051e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392194.9811277.jpeg,2_1727392195.0928216.jpeg
1727392195.2048156,0.828617,-1.37237,1.475273,-2.019924,-1.353611,-0.668684,-0.304457,-0.521519,0.421514,-2.7415715082316945,-0.05647125270805102,3.098973942387611,-2.4999999999997247e-05,-6.0000000000060005e-05,-0.00010700000000002374,8.091102706409004e-05,0.0003997732184733774,5.932485505422136e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392195.315185.jpeg,2_1727392195.2928185.jpeg
1727392195.3008156,0.825036,-1.387367,1.455542,-1.984231,-1.35215,-0.672234,-0.302787,-0.516723,0.436201,-2.741663369111744,-0.05623760604227412,3.0989350749441136,1.999999999996449e-05,-3.999999999992898e-05,-5.8000000000002494e-05,0.0001732677319750131,0.00017385897703568742,9.251820825673107e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392195.315185.jpeg,2_1727392195.2928185.jpeg
1727392195.3968155,0.824413,-1.390376,1.451364,-1.976956,-1.351659,-0.672942,-0.302354,-0.515766,0.439242,-2.7414797901689862,-0.05611446549144695,3.099072903831886,-4.899999999996574e-05,2.2999999999995246e-05,2.199999999996649e-05,-9.804895123810553e-06,5.216935364196762e-05,-4.634627888266962e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392195.315185.jpeg,2_1727392195.4928155.jpeg
1727392195.4928155,0.824341,-1.390376,1.451364,-1.976944,-1.351647,-0.673002,-0.30239,-0.515744,0.439241,-2.7414847735393475,-0.056120779476261796,3.0990604283783405,-1.2999999999985246e-05,1.0000000000287557e-06,2.2999999999995246e-05,-4.8215247625549296e-06,5.848333845681619e-05,-3.387082533734542e-05,21.824713670368833,0.0,0.149895125,0.3135,0.0,move back to original position with cherry tomato,grasp cherry tomato and return to original position,2_1727392195.315185.jpeg,2_1727392195.4928155.jpeg
