timestamp,q0,q1,q2,q3,q4,q5,x,y,z,rx,ry,rz,dx,dy,dz,drx,dry,drz,aperture,d_aperture,applied_force,d_applied_force,contact_force,subtask,task,img,wrist_img
1727295393.966388,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,101.58472362406124,-2.4335175355913066,9.81,0.3000000000000007,0.5632356500000003,grasp metal lock,grasp metal lock and return to original position,1_1727295393.836111.jpeg,1_1727295393.9283073.jpeg
1727295394.185225,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,99.15120608846993,-2.2742813764175764,10.110000000000001,0.3000000000000007,0.13919283200000002,grasp metal lock,grasp metal lock and return to original position,1_1727295394.170179.jpeg,1_1727295394.128307.jpeg
1727295394.376745,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,96.87692471205236,-1.7936311625804535,10.410000000000002,0.3000000000000007,0.1259204807692308,grasp metal lock,grasp metal lock and return to original position,1_1727295394.3372133.jpeg,1_1727295394.3283072.jpeg
1727295394.5392137,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,95.0832935494719,-2.320384638971362,10.710000000000003,0.3000000000000007,0.11561737561983472,grasp metal lock,grasp metal lock and return to original position,1_1727295394.5042481.jpeg,1_1727295394.5283024.jpeg
1727295394.735451,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,92.76290891050054,-1.4514654355148053,11.010000000000003,0.0,0.0806981301775148,grasp metal lock,grasp metal lock and return to original position,1_1727295394.6712825.jpeg,1_1727295394.728299.jpeg
1727295394.9121473,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,91.31144347498574,-2.3005754888187653,11.010000000000003,0.3000000000000007,0.11864787812500001,grasp metal lock,grasp metal lock and return to original position,1_1727295394.8383172.jpeg,1_1727295394.928295.jpeg
1727295395.103384,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,89.01086798616697,-1.697307390960603,11.310000000000004,0.3000000000000007,1.0181547416863908,grasp metal lock,grasp metal lock and return to original position,1_1727295395.1723878.jpeg,1_1727295395.1282914.jpeg
1727295395.2804556,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,87.31356059520637,-1.9155931496325707,11.610000000000005,0.3000000000000007,0.19116630590277778,grasp metal lock,grasp metal lock and return to original position,1_1727295395.339425.jpeg,1_1727295395.3282864.jpeg
1727295395.461019,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,85.3979674455738,-1.772411157703786,11.910000000000005,0.3000000000000007,0.170686103125,grasp metal lock,grasp metal lock and return to original position,1_1727295395.5064611.jpeg,1_1727295395.528283.jpeg
1727295395.624104,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,83.62555628787001,-2.369666412043358,12.210000000000006,0.3000000000000007,0.5829224242148763,grasp metal lock,grasp metal lock and return to original position,1_1727295395.6734977.jpeg,1_1727295395.528283.jpeg
1727295395.815782,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,81.25588987582665,-1.6766377947638773,12.510000000000007,0.3000000000000007,0.10129874201183434,grasp metal lock,grasp metal lock and return to original position,1_1727295395.840534.jpeg,1_1727295395.7282798.jpeg
1727295395.9789834,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,79.57925208106278,-2.0802540055010184,12.810000000000008,0.3000000000000007,0.2073002405371901,grasp metal lock,grasp metal lock and return to original position,1_1727295395.840534.jpeg,1_1727295395.9282756.jpeg
1727295396.1420095,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,77.49899807556176,-2.1255976041244935,13.110000000000008,0.3000000000000007,0.5065166436363634,grasp metal lock,grasp metal lock and return to original position,1_1727295396.1746056.jpeg,1_1727295396.1282723.jpeg
1727295396.3337972,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,75.37340047143726,-1.7747909019109898,13.410000000000009,0.3000000000000007,0.12485786065088757,grasp metal lock,grasp metal lock and return to original position,1_1727295396.3416414.jpeg,1_1727295396.3282688.jpeg
1727295396.4961858,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,73.59860956952627,-2.578609209532786,13.71000000000001,0.3000000000000007,0.6863701650413222,grasp metal lock,grasp metal lock and return to original position,1_1727295396.5086772.jpeg,1_1727295396.528267.jpeg
1727295396.6731696,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,71.02000035999349,-1.2177522687611742,14.01000000000001,0.3000000000000007,3.01648963125,grasp metal lock,grasp metal lock and return to original position,1_1727295396.675713.jpeg,1_1727295396.7282636.jpeg
1727295396.821374,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,69.80224809123231,-1.8409343762938448,14.310000000000011,0.3000000000000007,0.17574126430000026,grasp metal lock,grasp metal lock and return to original position,1_1727295396.8427503.jpeg,1_1727295396.7282636.jpeg
1727295397.0123858,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,67.96131371493847,-2.4798520525479404,14.610000000000012,0.0,0.07822432928994083,grasp metal lock,grasp metal lock and return to original position,1_1727295397.1768234.jpeg,1_1727295396.9282618.jpeg
1727295397.2330492,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,65.48146166239053,-2.098116397406173,14.610000000000012,0.0,0.06793761444444445,grasp metal lock,grasp metal lock and return to original position,1_1727295397.1768234.jpeg,1_1727295397.328258.jpeg
1727295397.3823307,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,63.38334526498436,-1.4847348723484686,14.610000000000012,0.0,0.0744120045,grasp metal lock,grasp metal lock and return to original position,1_1727295397.343861.jpeg,1_1727295397.328258.jpeg
1727295397.5464277,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,61.89861039263589,-2.347417903692943,14.610000000000012,0.0,0.055412036776859505,grasp metal lock,grasp metal lock and return to original position,1_1727295397.5108984.jpeg,1_1727295397.5282545.jpeg
1727295397.710558,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,59.551192488942945,-1.9483522010790324,14.610000000000012,0.3000000000000007,0.11925952066115703,grasp metal lock,grasp metal lock and return to original position,1_1727295397.6779363.jpeg,1_1727295397.7282517.jpeg
1727295397.8743262,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,57.60284028786391,-1.9580352997844557,14.910000000000013,0.3000000000000007,0.17317033553719008,grasp metal lock,grasp metal lock and return to original position,1_1727295397.844974.jpeg,1_1727295397.9282491.jpeg
1727295398.0511868,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,55.64480498807946,-2.1950285241444547,15.210000000000013,0.0,0.09745105694444445,grasp metal lock,grasp metal lock and return to original position,1_1727295398.1790428.jpeg,1_1727295398.128245.jpeg
1727295398.2277713,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,53.449776463935,-1.5481464208751277,15.210000000000013,0.3000000000000007,0.43682915541666667,grasp metal lock,grasp metal lock and return to original position,1_1727295398.1790428.jpeg,1_1727295398.128245.jpeg
1727295398.3749413,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,51.901630043059875,-2.889719503747699,15.510000000000014,0.3000000000000007,2.02287898755,grasp metal lock,grasp metal lock and return to original position,1_1727295398.3460739.jpeg,1_1727295398.3282425.jpeg
1727295398.552479,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,49.011910539312176,-0.8952350638256874,15.810000000000015,0.29999999999999893,0.129945,grasp metal lock,grasp metal lock and return to original position,1_1727295398.5131042.jpeg,1_1727295398.528239.jpeg
1727295398.6859777,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,48.11667547548649,-3.3751023127497177,16.110000000000014,0.3000000000000007,0.10335782777777777,grasp metal lock,grasp metal lock and return to original position,1_1727295398.6801343.jpeg,1_1727295398.7282355.jpeg
1727295398.8930204,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,44.74157316273677,-0.9060657263552088,16.410000000000014,0.0,0.07039233392857143,grasp metal lock,grasp metal lock and return to original position,1_1727295398.8471642.jpeg,1_1727295398.928231.jpeg
1727295399.0121288,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,43.83550743638156,-1.360239722470709,16.410000000000014,0.3000000000000007,0.5458786121875001,grasp metal lock,grasp metal lock and return to original position,1_1727295398.8471642.jpeg,1_1727295398.928231.jpeg
1727295399.1599748,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,42.47526771391085,-2.7308488759322103,16.710000000000015,0.3000000000000007,0.5168672775500002,grasp metal lock,grasp metal lock and return to original position,1_1727295399.1812325.jpeg,1_1727295399.1282272.jpeg
1727295399.3379726,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,39.74441883797864,-1.827213459638159,17.010000000000016,0.3000000000000007,1.1986177887499998,grasp metal lock,grasp metal lock and return to original position,1_1727295399.348271.jpeg,1_1727295399.3282237.jpeg
1727295399.5005898,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,37.91720537834048,-1.6020835945425915,17.310000000000016,0.3000000000000007,0.16065839049586778,grasp metal lock,grasp metal lock and return to original position,1_1727295399.5153098.jpeg,1_1727295399.5282207.jpeg
1727295399.678065,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,36.31512178379789,-2.0643041280793,17.610000000000017,0.3000000000000007,0.11972915868055553,grasp metal lock,grasp metal lock and return to original position,1_1727295399.682349.jpeg,1_1727295399.728217.jpeg
1727295399.8543997,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,34.25081765571859,-0.918534840615564,17.910000000000018,0.3000000000000007,0.37786838666666706,grasp metal lock,grasp metal lock and return to original position,1_1727295399.8493888.jpeg,1_1727295399.9282138.jpeg
1727295400.0164487,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,33.33228281510303,-0.9193905421724509,18.21000000000002,0.0,0.09359235743801653,grasp metal lock,grasp metal lock and return to original position,1_1727295400.0164282.jpeg,1_1727295399.9282138.jpeg
1727295400.1930027,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,32.41289227293058,-1.1502064161945498,18.21000000000002,0.3000000000000007,1.7950216133333339,grasp metal lock,grasp metal lock and return to original position,1_1727295400.3505037.jpeg,1_1727295400.128211.jpeg
1727295400.3980005,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,31.262685856736027,-1.381281888901455,18.51000000000002,0.3000000000000007,4.9204398609948985,grasp metal lock,grasp metal lock and return to original position,1_1727295400.3505037.jpeg,1_1727295400.328207.jpeg
1727295400.6467524,1.002007,-1.344162,1.813711,-2.233043,-1.550149,-0.3764,-0.203705,-0.526878,0.2628,-2.95575273507746,-0.05641975132384639,2.951645008439231,0.0,0.0,0.0,0.0,0.0,0.0,29.881403967834572,0.0,18.81000000000002,0.0,4.109009159861593,grasp metal lock,grasp metal lock and return to original position,1_1727295400.6845798.jpeg,1_1727295400.7282028.jpeg
